6,7,8
7,24,28
8,7,28
8,34,6
23,24,7
23,25,24
25,26,24
25,27,26
26,27,30
27,25,35
27,35,36
28,29,8
28,24,30
29,28,30
30,33,29
30,24,26
31,32,33
31,33,36
32,34,29
33,32,29
34,8,29
36,33,30
36,30,27
