0.014023,0.0086535,0.0079482
0.0037135,0.010528,0.0065119
0.017196,0.0085706,0.012898
-0.006948,0.011707,0.0059154
0.0051529,0.0059848,0.018131
-0.0055138,0.01101,-0.0073369
0.011241,0.0091237,-0.008953
-0.0063919,0.0077604,-0.015288
0.01726,0.0067309,0.019865
-0.0075635,0.0072014,0.017389
0.0018897,0.0061259,0.025585
-0.019191,0.011735,0.016457
-0.011399,0.0079234,0.025791
-0.020644,0.011996,0.024514
-0.013064,0.011757,0.034176
-0.0064109,0.0092243,0.032459
0.016066,0.0069488,0.027293
0.010566,0.0087273,0.033275
0.00098108,0.011844,0.037349
0.025332,0.0090919,0.018375
0.021156,0.0088617,0.030041
0.012161,0.0086599,0.038168
0.019754,0.0088719,-0.0095373
0.01673,0.0067422,-0.019013
0.023073,0.0088743,-0.029867
0.016524,0.006822,-0.025962
0.012234,0.008779,-0.032714
0.0065358,0.0062137,-0.017578
-0.0076765,0.0068273,-0.022496
0.005847,0.0064091,-0.027894
-0.011514,0.011857,-0.035072
-0.019773,0.011329,-0.026226
-0.0071439,0.0083891,-0.030492
-0.017375,0.011258,-0.014555
0.011249,0.0088736,-0.038009
0.001785,0.011552,-0.037101
