0.0013562,0.010325,0.0071855
-0.0040078,0.0088152,0.012334
0.0068235,0.007979,0.012996
-0.0052341,0.011071,-0.0064428
0.0033385,0.010272,-0.0070276
0.0024878,0.00943,-0.0099299
-0.0064619,0.011113,0.0070638
0.011783,0.0089893,0.011186
-0.0033021,0.0085097,-0.012977
0.011599,0.0090177,-0.0111
0.0082368,0.0074456,-0.014432
0.0056281,0.0066558,0.016997
0.00045422,0.0058944,0.021269
0.017417,0.0077238,0.016024
0.01381,0.006544,0.019436
0.01118,0.0062099,0.022964
-0.0091091,0.0098747,0.011907
-0.012531,0.0094412,0.015401
-0.0089053,0.0070435,0.021058
-0.015636,0.0097662,0.019159
-0.014983,0.0093801,0.022783
-0.020214,0.011919,0.021079
-0.014289,0.0097779,0.027346
-0.007355,0.0069693,0.026094
-0.0098609,0.011099,0.033837
-0.018067,0.01199,0.01529
-0.018317,0.011892,0.028246
-0.0019984,0.0092618,0.032957
0.0011708,0.006942,0.028126
0.011669,0.0068575,0.027255
0.018241,0.008332,0.030846
0.0038916,0.0082822,0.031849
-0.0022856,0.011992,0.036833
0.0067261,0.01002,0.034804
0.018547,0.0073484,0.025403
0.020707,0.0086869,0.016333
0.019282,0.0073509,0.021085
0.023311,0.0086783,0.023363
0.020148,0.0086819,-0.029001
0.017026,0.0065114,-0.023181
0.022445,0.0084983,-0.021332
0.013555,0.0081971,-0.030852
0.017639,0.0079386,-0.015686
0.0014933,0.006324,-0.019454
-0.005217,0.007042,-0.018685
0.0079452,0.0061871,-0.019471
-0.0082945,0.0074753,-0.025306
-0.0098574,0.0082281,-0.028548
-0.011956,0.0081908,-0.021889
-0.017266,0.010343,-0.023502
-0.016099,0.010161,-0.018409
-0.020404,0.01201,-0.021097
-0.010253,0.0091178,-0.014764
-0.017831,0.011989,-0.015076
-0.016414,0.011731,-0.030431
-0.020071,0.012115,-0.025869
-0.0029336,0.010038,-0.034014
-0.0024522,0.01199,-0.036804
-0.010827,0.011989,-0.034759
-0.00039867,0.0066501,-0.026245
-0.012896,0.01171,0.01064
-0.011137,0.011687,-0.0092274
0.0051558,0.0079025,-0.030961
0.007224,0.0098711,-0.034649
0.0080076,0.0067873,-0.027797
0.0068584,0.006197,-0.024069
